,name,rating,reviews,avg_salary,industry,locations,highly_rated_for,critically_rated_for
1513,HSBC Bank,4.0,693,3k,Banking,Bengaluru +38 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
1514,Ramky Infrastructure,4.2,692,1.9k,Engineering & Construction,Hyderabad +51 other locations,"Job Security, Salary & Benefits, Company Culture",
1515,Trianz,3.4,691,4.8k,IT Services & Consulting,Hyderabad +9 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
1516,Samunnati,4.5,691,921,NBFC,Chennai +61 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
1517,Transsion,4.0,691,2.7k,Consumer Electronics & Appliances,Noida +63 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
1518,Goodyear,3.5,690,2.6k,Auto Components,Chhatrapati Sambhajinagar +65 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
1519,Asb International,3.6,690,2.7k,Industrial Machinery,Mumbai +23 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Company Culture"
1520,HRH Next Services,2.9,690,2k,BPO,Hyderabad +23 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
1521,Bharat Serums and Vaccines,3.9,689,2.3k,Pharma,Mumbai +66 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
1522,Cotiviti,3.6,688,4.5k,Analytics & KPO,Hyderabad +10 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
1523,NSB Bpo Solutions,2.9,690,1.7k,BPO,Noida +84 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
1524,Embibe,3.4,687,2.6k,EdTech,Bengaluru +19 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
1525,Infor Global Solution,3.9,688,6.6k,Software Product,Hyderabad +9 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
1526,Shivalik Small Finance Bank,3.9,700,1.7k,Banking,Noida +39 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",
1527,Kurlon,4.3,687,2.1k,Furniture & Furnishing,Bengaluru +88 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
1528,LEAP India Limited,4.6,687,1.3k,Packaging,Mumbai +47 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
1529,Csc E Governance Services,3.8,686,1.7k,Government,New Delhi +202 other locations,Work Life Balance,"Promotions / Appraisal, Company Culture, Salary & Benefits"
1530,Toppr,3.4,684,3.2k,EdTech,Mumbai +42 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
1531,Patel Engineering,4.1,685,2.3k,Engineering & Construction,Mumbai +69 other locations,"Job Security, Work Life Balance, Work Satisfaction",
1532,Wolters Kluwer,3.8,685,4.9k,Software Product,Pune +16 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning"
1533,Moglix,3.3,685,3.7k,Internet,Noida +39 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
1534,Titan Eye Plus,4.1,685,1.4k,Other,Kolkata +132 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
1535,North East Small Finance Bank,3.6,685,1.9k,Banking,Guwahati +93 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
1536,Radico Khaitan,4.0,684,2k,Beverage,Rampur +80 other locations,"Job Security, Company Culture, Work Life Balance",
1537,Doosan Power Systems,4.3,682,2.5k,Power,Gurugram +31 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
1538,Bayer Crop Science Vegetable Seeds,4.1,686,933,Bengaluru +139 other locations,,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
1539,Micro Turners,3.8,684,2.2k,Auto Components,Baddi +42 other locations,Skill Development / Learning,Promotions / Appraisal
1540,Tredence,3.4,685,6.2k,IT Services & Consulting,Bengaluru +9 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
1541,Vindhya Telelinks,4.0,684,2.1k,Hardware & Networking,Rewa +93 other locations,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Skill Development / Learning"
1542,Flash Electronics,3.5,684,2.5k,Electronics Manufacturing,Pune +23 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
1543,KreditBee,3.5,684,2.6k,Internet,Bengaluru +24 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
1544,TTK Prestige,3.8,683,2.5k,Consumer Electronics & Appliances,Bengaluru +84 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
1545,Central Bank of India,3.9,684,1.5k,Banking,Mumbai +204 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
1546,Ness Digital Engineering,3.4,683,5.6k,IT Services & Consulting,Bengaluru +11 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
1547,Orient Cement,4.4,681,2.4k,Building Material,Hyderabad +70 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
1548,Wuerth,3.5,681,2.3k,Industrial Machinery,Pune +65 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
1549,ReSource Pro,3.8,683,3.4k,BPO,Bengaluru +9 other locations,,Promotions / Appraisal
1550,Kaar Tech,4.4,681,2k,IT Services & Consulting,Chennai +12 other locations,"Job Security, Skill Development / Learning, Company Culture",
1551,PrimEra Medical Technologies,3.6,681,3.7k,IT Services & Consulting,Hyderabad +14 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
1552,IHG,3.6,681,2.7k,Hospitality,New Delhi +45 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
1553,Cohesity,3.9,681,5.1k,Software Product,Pune +47 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
1554,CtrlS,3.6,680,3.1k,IT Services & Consulting,Hyderabad +17 other locations,Salary & Benefits,"Company Culture, Work Life Balance, Work Satisfaction"
1555,Testbook.com,3.3,680,4.4k,EdTech,Noida +30 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
1556,Caparo Engineering India,4.0,681,2.5k,Auto Components,Chennai +34 other locations,"Work Life Balance, Work Satisfaction, Job Security",Promotions / Appraisal
1557,Keventer,3.8,679,2.1k,FMCG,Kolkata +65 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
1558,Office Beacon,4.6,679,871,BPO,Vadodara +22 other locations,"Company Culture, Job Security, Skill Development / Learning",
1559,Writer Corporation,3.4,679,2.1k,Logistics,Mumbai +83 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
1560,JSW Energy,4.1,680,3.5k,Power,Mumbai +76 other locations,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
1561,Bisk Farm,4.0,679,1.4k,Food Processing,Kolkata +138 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1562,TVS Electronics,3.7,676,2.3k,Electronics Manufacturing,Chennai +73 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
1563,Medtronic,4.0,677,4.5k,Medical Equipment,Hyderabad +46 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
1564,Neeyamo Enterprise Solutions,3.6,680,4k,Pune +10 other locations,,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
1565,VRL Logistics,3.7,678,1.6k,Logistics,Bengaluru +118 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
1566,Solv,3.5,677,1.7k,Internet,Bengaluru +142 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Company Culture"
1567,Livpure,3.9,677,2.2k,Consumer Electronics & Appliances,Gurugram +83 other locations,,Promotions / Appraisal
1568,InternEzy,4.9,676,5,EdTech,Chennai +6 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
1569,Rane NSK Steering Systems,4.0,676,2k,Auto Components,Chennai +26 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
1570,Government of India,4.2,676,3.8k,Government,New Delhi +159 other locations,"Job Security, Work Life Balance, Work Satisfaction",
1571,Vizag Steel,4.0,677,1.6k,Iron & Steel,Visakhapatnam +29 other locations,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
1572,Jubilant Ingrevia,3.8,676,2.9k,Chemicals,Bharuch +33 other locations,Job Security,Promotions / Appraisal
1573,Shalby Hospitals,4.2,675,2.1k,Healthcare,Ahmedabad +23 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
1574,Autoliv,4.0,675,2.8k,Auto Components,Bengaluru +23 other locations,"Job Security, Company Culture, Salary & Benefits",Promotions / Appraisal
1575,ChannelPlay,3.8,675,1.9k,Marketing & Advertising,Gurugram +93 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
1576,PPG Asian Paints,3.9,675,2.8k,Chemicals,Mumbai +57 other locations,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction"
1577,Leverage Edu,4.1,674,1.7k,EdTech,Noida +22 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",
1578,Kissht Finance,3.9,674,2.1k,FinTech,Mumbai +94 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
1579,Nomura Holdings,3.7,674,6.8k,Investment Banking / Venture Capital / Private Equity,Mumbai +11 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
1580,Nomura Holdings,3.7,674,6.8k,Investment Banking / Venture Capital / Private Equity,Mumbai +11 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
1581,Dodla Dairy,4.2,673,1.9k,Food Processing,Hyderabad +73 other locations,"Job Security, Company Culture, Work Life Balance",
1582,Nephroplus,3.8,673,3k,Healthcare,Hyderabad +112 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
1583,BASF,4.2,673,2.4k,Chemicals,Mumbai +93 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
1584,Surya Roshni,4.1,672,2.2k,Building Material,New Delhi +74 other locations,"Work Life Balance, Job Security, Company Culture",
1585,SG Analytics,2.6,671,3.5k,Analytics & KPO,Pune +12 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
1586,Blue Yonder,3.6,671,7.3k,Software Product,Bengaluru +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
1587,YOKOGAWA,3.7,671,3.6k,Industrial Automation,Bengaluru +24 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
1588,Bridgestone - Global Capability Center,4.0,671,2.7k,Auto Components,Pune +61 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1589,Lohia Corp,3.9,671,2.4k,Industrial Machinery,Kanpur +21 other locations,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
1590,DAV Public School,4.0,670,1.3k,Education & Training,New Delhi +154 other locations,"Skill Development / Learning, Company Culture, Salary & Benefits",Promotions / Appraisal
1591,Snapdeal,3.8,670,2.8k,Internet,Gurugram +31 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits"
1592,Orient Technologies,3.7,668,2.9k,IT Services & Consulting,Mumbai +50 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
1593,Quess IT Staffing Solutions,3.1,671,1.6k,Bengaluru +55 other locations,,,"Promotions / Appraisal, Work Satisfaction, Job Security"
1594,NextComm Corporation,4.8,669,36,Software Product,Bengaluru +8 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
1595,L&T Power,3.9,668,3.4k,Power,Vadodara +98 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Life Balance"
1596,Dhanuka Agritech,3.7,667,1.8k,Agro Chemicals,Gurugram +108 other locations,,"Promotions / Appraisal, Work Satisfaction"
1597,EPL Limited,3.8,665,1.8k,Packaging,Mumbai +35 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
1598,Lionbridge Technologies,3.5,666,3.8k,Content Development,Mumbai +14 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
1599,Future Supply Chain Solutions,4.4,666,2.2k,Logistics,Nagpur +70 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
1600,Future Supply Chain Solutions,4.4,666,2.2k,Logistics,Nagpur +70 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
1601,Capco Technologies,3.7,666,5k,IT Services & Consulting,Bengaluru +17 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
1602,R.S. Infraprojects,4.0,665,1.7k,Engineering & Construction,Noida +97 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
1603,TransUnion,3.6,666,6.1k,Financial Services,Chennai +10 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
1604,Progressive Infovision,3.8,665,1.1k,Recruitment,New Delhi +78 other locations,Work Life Balance,Promotions / Appraisal
1605,Quislex Legal Services,4.0,664,1.8k,Legal,Hyderabad +11 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
1606,Triveni Engineering & Industries,4.1,663,2.4k,Food Processing,Noida +57 other locations,"Job Security, Work Life Balance, Salary & Benefits",
1607,Mahindra Integrated Business Solutions,3.4,664,2.5k,BPO,Mumbai +84 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
1608,Housing.com,3.6,662,2.9k,Internet,Gurugram +43 other locations,"Salary & Benefits, Company Culture","Promotions / Appraisal, Job Security, Work Satisfaction"
1609,MPS Limited,3.5,661,2.9k,Content Development,Dehradun +24 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
1610,Kutumbh Care,4.0,660,1.6k,Recruitment,Noida +161 other locations,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
1611,Vasudha Pharma Chem,4.0,660,2.3k,Pharma,Visakhapatnam +9 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1612,Corteva Agriscience,4.2,661,2.6k,Agro Chemicals,Hyderabad +107 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1613,Osource Global,3.5,663,2.7k,BPO,Mumbai +25 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
1614,Omaxe,4.2,658,2.1k,Real Estate,New Delhi +24 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
1615,CJ Darcl Logistics Limited,4.0,658,1.9k,Logistics,Gurugram +83 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1616,Wissen Infotech,3.6,659,4.7k,IT Services & Consulting,Bengaluru +15 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
1617,Qatar Airways,3.5,658,2k,Aviation,Ahmedabad +28 other locations,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
1618,Saint Gobain Glass,3.8,657,2k,Building Material,Chennai +56 other locations,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
1619,Tejas Networks,3.7,657,3.9k,Hardware & Networking,Bengaluru +35 other locations,,"Promotions / Appraisal, Salary & Benefits"
1620,Tejas Networks,3.7,657,3.9k,Hardware & Networking,Bengaluru +35 other locations,,"Promotions / Appraisal, Salary & Benefits"
1621,Technotask Business Solutions,3.5,681,2k,BPO,Bhopal +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
1622,Epicenter Technologies,3.4,656,2.3k,BPO,Mumbai +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
